code_index,code_id,code_ca,id,category,trace,index,labs,epic,rna_seq,wgs,atac_seq
G19-1-1,G19-90-455,G19-[Peripheral Blood Mononuclear Cell]-[Patient Derived Neural Stem Cell],455,[Patient Derived Neural Stem Cell],90,1,Spain,FALSE,TRUE,TRUE,TRUE
G19-1-2,G19-90-408,G19-[Peripheral Blood Mononuclear Cell]-[Patient Derived Neural Stem Cell],408,[Patient Derived Neural Stem Cell],90,2,Spain,FALSE,TRUE,TRUE,FALSE
G19-1-3,G19-90-475,G19-[Peripheral Blood Mononuclear Cell]-[Patient Derived Neural Stem Cell],475,[Patient Derived Neural Stem Cell],90,3,Edinburgh,TRUE,TRUE,FALSE,TRUE
G19-10,G19-386,G19-[Primary Tumour Tissue],386,[Primary Tumour Tissue],G19,10,Spain,TRUE,TRUE,TRUE,FALSE
G19-10-1,G19-386-482,G19-[Primary Tumour Tissue]-[GBM Cell Line],482,[GBM Cell Line],386,1,UCL,TRUE,FALSE,TRUE,TRUE
G19-10-2,G19-386-441,G19-[Primary Tumour Tissue]-[GBM Cell Line],441,[GBM Cell Line],386,2,UCL,TRUE,TRUE,TRUE,TRUE
G19-11,G19-27,G19-[Peripheral Blood Mononuclear Cell],27,[Peripheral Blood Mononuclear Cell],G19,11,Edinburgh,FALSE,TRUE,FALSE,TRUE
G19-2,G19-418,G19-[Human Feotal Primary Tissue],418,[Human Feotal Primary Tissue],G19,2,Edinburgh,TRUE,TRUE,FALSE,FALSE
G19-2-1,G19-418-430,G19-[Human Feotal Primary Tissue]-[Human Neural Stem Cell Line],430,[Human Neural Stem Cell Line],418,1,Spain,TRUE,TRUE,FALSE,FALSE
G19-2-1-1,G19-418-430-254,G19-[Human Feotal Primary Tissue]-[Human Neural Stem Cell Line]-[Isogenic Gene Cell Line],254,[Isogenic Gene Cell Line],430,1,UCL,TRUE,FALSE,TRUE,FALSE
G19-3,G19-150,G19-[Peripheral Blood Mononuclear Cell],150,[Peripheral Blood Mononuclear Cell],G19,3,UCL,TRUE,FALSE,FALSE,TRUE
G19-3-1,G19-150-68,G19-[Peripheral Blood Mononuclear Cell]-[Patient Derived Neural Stem Cell],68,[Patient Derived Neural Stem Cell],150,1,Edinburgh,FALSE,TRUE,TRUE,TRUE
G19-4,G19-440,G19-[Human Feotal Primary Tissue],440,[Human Feotal Primary Tissue],G19,4,Spain,TRUE,TRUE,FALSE,TRUE
G19-5,G19-195,G19-[Human Feotal Primary Tissue],195,[Human Feotal Primary Tissue],G19,5,Edinburgh,TRUE,TRUE,FALSE,TRUE
G19-5-1,G19-195-255,G19-[Human Feotal Primary Tissue]-[Human Neural Stem Cell Line],255,[Human Neural Stem Cell Line],195,1,Spain,TRUE,TRUE,FALSE,FALSE
G19-6,G19-0,G19-[Primary Tumour Tissue],0,[Primary Tumour Tissue],G19,6,UCL,TRUE,TRUE,TRUE,TRUE
G19-7,G19-42,G19-[Peripheral Blood Mononuclear Cell],42,[Peripheral Blood Mononuclear Cell],G19,7,Spain,TRUE,FALSE,FALSE,TRUE
G19-7-1,G19-42-407,G19-[Peripheral Blood Mononuclear Cell]-[Patient Derived Neural Stem Cell],407,[Patient Derived Neural Stem Cell],42,1,UCL,FALSE,TRUE,FALSE,TRUE
G19-8,G19-370,G19-[Human Feotal Primary Tissue],370,[Human Feotal Primary Tissue],G19,8,UCL,FALSE,TRUE,FALSE,FALSE
G19-9,G19-80,G19-[Peripheral Blood Mononuclear Cell],80,[Peripheral Blood Mononuclear Cell],G19,9,Edinburgh,TRUE,TRUE,TRUE,TRUE
G19-9-1,G19-80-252,G19-[Peripheral Blood Mononuclear Cell]-[Patient Derived Neural Stem Cell],252,[Patient Derived Neural Stem Cell],80,1,Spain,TRUE,TRUE,TRUE,TRUE
G19-9-2,G19-80-89,G19-[Peripheral Blood Mononuclear Cell]-[Patient Derived Neural Stem Cell],89,[Patient Derived Neural Stem Cell],80,2,UCL,TRUE,TRUE,TRUE,FALSE
G2-1,G2-358,G2-[Primary Tumour Tissue],358,[Primary Tumour Tissue],G2,1,Edinburgh,TRUE,FALSE,FALSE,TRUE
G2-1-1,G2-358-481,G2-[Primary Tumour Tissue]-[GBM Cell Line],481,[GBM Cell Line],358,1,Spain,FALSE,TRUE,FALSE,TRUE
G2-1-1-1,G2-358-481-158,G2-[Primary Tumour Tissue]-[GBM Cell Line]-[Engineered GBM Cell Line],158,[Engineered GBM Cell Line],481,1,Edinburgh,TRUE,TRUE,FALSE,TRUE
G2-1-1-1-1,G2-358-481-158-271,G2-[Primary Tumour Tissue]-[GBM Cell Line]-[Engineered GBM Cell Line]-[Xenograph Derive Cell Line],271,[Xenograph Derive Cell Line],158,1,Edinburgh,TRUE,FALSE,TRUE,TRUE
G2-1-2,G2-358-305,G2-[Primary Tumour Tissue]-[GBM Cell Line],305,[GBM Cell Line],358,2,UCL,TRUE,TRUE,FALSE,TRUE
G2-1-2-1,G2-358-305-24,G2-[Primary Tumour Tissue]-[GBM Cell Line]-[Engineered GBM Cell Line],24,[Engineered GBM Cell Line],305,1,Spain,TRUE,FALSE,TRUE,TRUE
G2-1-2-1-1,G2-358-305-24-34,G2-[Primary Tumour Tissue]-[GBM Cell Line]-[Engineered GBM Cell Line]-[Xenograph Derive Cell Line],34,[Xenograph Derive Cell Line],24,1,UCL,TRUE,FALSE,FALSE,TRUE
G2-1-2-1-2,G2-358-305-24-113,G2-[Primary Tumour Tissue]-[GBM Cell Line]-[Engineered GBM Cell Line]-[Xenograph Derive Cell Line],113,[Xenograph Derive Cell Line],24,2,UCL,TRUE,FALSE,TRUE,TRUE
G2-1-2-1-3,G2-358-305-24-306,G2-[Primary Tumour Tissue]-[GBM Cell Line]-[Engineered GBM Cell Line]-[Xenograph Derive Cell Line],306,[Xenograph Derive Cell Line],24,3,Edinburgh,TRUE,FALSE,FALSE,FALSE
G2-1-2-1-4,G2-358-305-24-201,G2-[Primary Tumour Tissue]-[GBM Cell Line]-[Engineered GBM Cell Line]-[Xenograph Derive Cell Line],201,[Xenograph Derive Cell Line],24,4,Spain,TRUE,FALSE,TRUE,FALSE
G2-10,G2-473,G2-[Human Feotal Primary Tissue],473,[Human Feotal Primary Tissue],G2,10,Spain,FALSE,TRUE,TRUE,TRUE
G2-10-1,G2-473-398,G2-[Human Feotal Primary Tissue]-[Human Neural Stem Cell Line],398,[Human Neural Stem Cell Line],473,1,Edinburgh,TRUE,TRUE,FALSE,TRUE
G2-10-1-1,G2-473-398-87,G2-[Human Feotal Primary Tissue]-[Human Neural Stem Cell Line]-[Isogenic Gene Cell Line],87,[Isogenic Gene Cell Line],398,1,UCL,TRUE,FALSE,TRUE,TRUE
G2-10-1-2,G2-473-398-116,G2-[Human Feotal Primary Tissue]-[Human Neural Stem Cell Line]-[Isogenic Gene Cell Line],116,[Isogenic Gene Cell Line],398,2,Spain,TRUE,FALSE,FALSE,TRUE
G2-10-1-3,G2-473-398-207,G2-[Human Feotal Primary Tissue]-[Human Neural Stem Cell Line]-[Isogenic Gene Cell Line],207,[Isogenic Gene Cell Line],398,3,Edinburgh,TRUE,FALSE,FALSE,TRUE
G2-11,G2-30,G2-[Primary Tumour Tissue],30,[Primary Tumour Tissue],G2,11,Spain,TRUE,TRUE,TRUE,FALSE
G2-11-1,G2-30-351,G2-[Primary Tumour Tissue]-[GBM Cell Line],351,[GBM Cell Line],30,1,UCL,TRUE,FALSE,TRUE,FALSE
G2-11-2,G2-30-12,G2-[Primary Tumour Tissue]-[GBM Cell Line],12,[GBM Cell Line],30,2,UCL,FALSE,TRUE,FALSE,FALSE
G2-12,G2-244,G2-[Peripheral Blood Mononuclear Cell],244,[Peripheral Blood Mononuclear Cell],G2,12,Edinburgh,TRUE,TRUE,FALSE,TRUE
G2-12-1,G2-244-426,G2-[Peripheral Blood Mononuclear Cell]-[Patient Derived Neural Stem Cell],426,[Patient Derived Neural Stem Cell],244,1,Spain,TRUE,TRUE,FALSE,TRUE
G2-12-2,G2-244-273,G2-[Peripheral Blood Mononuclear Cell]-[Patient Derived Neural Stem Cell],273,[Patient Derived Neural Stem Cell],244,2,UCL,TRUE,TRUE,FALSE,TRUE
G2-13,G2-302,G2-[Peripheral Blood Mononuclear Cell],302,[Peripheral Blood Mononuclear Cell],G2,13,UCL,TRUE,TRUE,FALSE,TRUE
G2-13-1,G2-302-43,G2-[Peripheral Blood Mononuclear Cell]-[Patient Derived Neural Stem Cell],43,[Patient Derived Neural Stem Cell],302,1,Spain,FALSE,TRUE,FALSE,FALSE
G2-13-2,G2-302-355,G2-[Peripheral Blood Mononuclear Cell]-[Patient Derived Neural Stem Cell],355,[Patient Derived Neural Stem Cell],302,2,UCL,TRUE,TRUE,TRUE,TRUE
G2-2,G2-104,G2-[Primary Tumour Tissue],104,[Primary Tumour Tissue],G2,2,UCL,TRUE,FALSE,FALSE,TRUE
G2-2-1,G2-104-393,G2-[Primary Tumour Tissue]-[GBM Cell Line],393,[GBM Cell Line],104,1,UCL,TRUE,TRUE,TRUE,TRUE
G2-2-1-1,G2-104-393-391,G2-[Primary Tumour Tissue]-[GBM Cell Line]-[Engineered GBM Cell Line],391,[Engineered GBM Cell Line],393,1,Spain,TRUE,TRUE,TRUE,FALSE
G2-2-1-1-1,G2-104-393-391-3,G2-[Primary Tumour Tissue]-[GBM Cell Line]-[Engineered GBM Cell Line]-[Xenograph Derive Cell Line],3,[Xenograph Derive Cell Line],391,1,Spain,TRUE,TRUE,FALSE,TRUE
G2-3,G2-397,G2-[Primary Tumour Tissue],397,[Primary Tumour Tissue],G2,3,Spain,TRUE,TRUE,TRUE,FALSE
G2-3-1,G2-397-69,G2-[Primary Tumour Tissue]-[GBM Cell Line],69,[GBM Cell Line],397,1,Spain,TRUE,TRUE,FALSE,TRUE
G2-3-1-1,G2-397-69-220,G2-[Primary Tumour Tissue]-[GBM Cell Line]-[Engineered GBM Cell Line],220,[Engineered GBM Cell Line],69,1,Spain,TRUE,TRUE,TRUE,TRUE
G2-3-1-1-1,G2-397-69-220-188,G2-[Primary Tumour Tissue]-[GBM Cell Line]-[Engineered GBM Cell Line]-[Xenograph Derive Cell Line],188,[Xenograph Derive Cell Line],220,1,Spain,TRUE,FALSE,FALSE,TRUE
G2-3-1-1-2,G2-397-69-220-122,G2-[Primary Tumour Tissue]-[GBM Cell Line]-[Engineered GBM Cell Line]-[Xenograph Derive Cell Line],122,[Xenograph Derive Cell Line],220,2,UCL,TRUE,TRUE,TRUE,TRUE
G2-4,G2-177,G2-[Human Feotal Primary Tissue],177,[Human Feotal Primary Tissue],G2,4,Spain,FALSE,TRUE,TRUE,TRUE
G2-4-1,G2-177-400,G2-[Human Feotal Primary Tissue]-[Human Neural Stem Cell Line],400,[Human Neural Stem Cell Line],177,1,UCL,TRUE,FALSE,FALSE,TRUE
G2-4-1-1,G2-177-400-403,G2-[Human Feotal Primary Tissue]-[Human Neural Stem Cell Line]-[Isogenic Gene Cell Line],403,[Isogenic Gene Cell Line],400,1,Edinburgh,TRUE,TRUE,FALSE,TRUE
G2-4-1-2,G2-177-400-190,G2-[Human Feotal Primary Tissue]-[Human Neural Stem Cell Line]-[Isogenic Gene Cell Line],190,[Isogenic Gene Cell Line],400,2,Edinburgh,TRUE,TRUE,FALSE,TRUE
G2-5,G2-208,G2-[Peripheral Blood Mononuclear Cell],208,[Peripheral Blood Mononuclear Cell],G2,5,Edinburgh,TRUE,TRUE,FALSE,TRUE
G2-6,G2-382,G2-[Human Feotal Primary Tissue],382,[Human Feotal Primary Tissue],G2,6,UCL,TRUE,FALSE,FALSE,TRUE
G2-6-1,G2-382-291,G2-[Human Feotal Primary Tissue]-[Human Neural Stem Cell Line],291,[Human Neural Stem Cell Line],382,1,UCL,TRUE,TRUE,FALSE,FALSE
G2-6-1-1,G2-382-291-450,G2-[Human Feotal Primary Tissue]-[Human Neural Stem Cell Line]-[Isogenic Gene Cell Line],450,[Isogenic Gene Cell Line],291,1,Spain,TRUE,FALSE,TRUE,TRUE
G2-6-2,G2-382-429,G2-[Human Feotal Primary Tissue]-[Human Neural Stem Cell Line],429,[Human Neural Stem Cell Line],382,2,Edinburgh,TRUE,TRUE,TRUE,TRUE
G2-6-3,G2-382-36,G2-[Human Feotal Primary Tissue]-[Human Neural Stem Cell Line],36,[Human Neural Stem Cell Line],382,3,Edinburgh,TRUE,TRUE,FALSE,TRUE
G2-7,G2-238,G2-[Human Feotal Primary Tissue],238,[Human Feotal Primary Tissue],G2,7,Edinburgh,TRUE,TRUE,FALSE,TRUE
G2-7-1,G2-238-458,G2-[Human Feotal Primary Tissue]-[Human Neural Stem Cell Line],458,[Human Neural Stem Cell Line],238,1,Spain,FALSE,TRUE,TRUE,TRUE
G2-7-1-1,G2-238-458-257,G2-[Human Feotal Primary Tissue]-[Human Neural Stem Cell Line]-[Isogenic Gene Cell Line],257,[Isogenic Gene Cell Line],458,1,Edinburgh,TRUE,FALSE,FALSE,FALSE
G2-7-2,G2-238-479,G2-[Human Feotal Primary Tissue]-[Human Neural Stem Cell Line],479,[Human Neural Stem Cell Line],238,2,Spain,FALSE,FALSE,FALSE,TRUE
G2-7-2-1,G2-238-479-383,G2-[Human Feotal Primary Tissue]-[Human Neural Stem Cell Line]-[Isogenic Gene Cell Line],383,[Isogenic Gene Cell Line],479,1,Spain,FALSE,TRUE,TRUE,TRUE
G2-7-2-2,G2-238-479-387,G2-[Human Feotal Primary Tissue]-[Human Neural Stem Cell Line]-[Isogenic Gene Cell Line],387,[Isogenic Gene Cell Line],479,2,Spain,FALSE,TRUE,FALSE,TRUE
G2-8,G2-434,G2-[Peripheral Blood Mononuclear Cell],434,[Peripheral Blood Mononuclear Cell],G2,8,UCL,TRUE,TRUE,FALSE,FALSE
G2-8-1,G2-434-390,G2-[Peripheral Blood Mononuclear Cell]-[Patient Derived Neural Stem Cell],390,[Patient Derived Neural Stem Cell],434,1,Edinburgh,TRUE,FALSE,TRUE,FALSE
G2-9,G2-71,G2-[Human Feotal Primary Tissue],71,[Human Feotal Primary Tissue],G2,9,Edinburgh,TRUE,TRUE,TRUE,FALSE
G20-1,G20-274,G20-[Peripheral Blood Mononuclear Cell],274,[Peripheral Blood Mononuclear Cell],G20,1,UCL,TRUE,TRUE,TRUE,TRUE
G20-1-1,G20-274-189,G20-[Peripheral Blood Mononuclear Cell]-[Patient Derived Neural Stem Cell],189,[Patient Derived Neural Stem Cell],274,1,Edinburgh,FALSE,TRUE,FALSE,TRUE
G20-10,G20-66,G20-[Primary Tumour Tissue],66,[Primary Tumour Tissue],G20,10,Spain,TRUE,TRUE,FALSE,TRUE
G20-10-1,G20-66-345,G20-[Primary Tumour Tissue]-[GBM Cell Line],345,[GBM Cell Line],66,1,Edinburgh,TRUE,FALSE,FALSE,TRUE
G20-10-1-1,G20-66-345-497,G20-[Primary Tumour Tissue]-[GBM Cell Line]-[Engineered GBM Cell Line],497,[Engineered GBM Cell Line],345,1,Spain,TRUE,TRUE,FALSE,FALSE
G20-10-2,G20-66-143,G20-[Primary Tumour Tissue]-[GBM Cell Line],143,[GBM Cell Line],66,2,Edinburgh,FALSE,FALSE,TRUE,TRUE
G20-10-2-1,G20-66-143-265,G20-[Primary Tumour Tissue]-[GBM Cell Line]-[Engineered GBM Cell Line],265,[Engineered GBM Cell Line],143,1,Spain,TRUE,FALSE,TRUE,TRUE
G20-10-2-1-1,G20-66-143-265-258,G20-[Primary Tumour Tissue]-[GBM Cell Line]-[Engineered GBM Cell Line]-[Xenograph Derive Cell Line],258,[Xenograph Derive Cell Line],265,1,Spain,TRUE,TRUE,FALSE,TRUE
G20-10-3,G20-66-102,G20-[Primary Tumour Tissue]-[GBM Cell Line],102,[GBM Cell Line],66,3,Edinburgh,TRUE,FALSE,TRUE,TRUE
G20-10-3-1,G20-66-102-118,G20-[Primary Tumour Tissue]-[GBM Cell Line]-[Engineered GBM Cell Line],118,[Engineered GBM Cell Line],102,1,Edinburgh,TRUE,FALSE,FALSE,TRUE
G20-10-3-1-1,G20-66-102-118-124,G20-[Primary Tumour Tissue]-[GBM Cell Line]-[Engineered GBM Cell Line]-[Xenograph Derive Cell Line],124,[Xenograph Derive Cell Line],118,1,Spain,TRUE,TRUE,TRUE,TRUE
G20-2,G20-165,G20-[Peripheral Blood Mononuclear Cell],165,[Peripheral Blood Mononuclear Cell],G20,2,Edinburgh,TRUE,TRUE,TRUE,TRUE
G20-3,G20-172,G20-[Peripheral Blood Mononuclear Cell],172,[Peripheral Blood Mononuclear Cell],G20,3,Edinburgh,FALSE,FALSE,TRUE,FALSE
G20-3-1,G20-172-94,G20-[Peripheral Blood Mononuclear Cell]-[Patient Derived Neural Stem Cell],94,[Patient Derived Neural Stem Cell],172,1,Edinburgh,TRUE,FALSE,FALSE,TRUE
G20-3-2,G20-172-499,G20-[Peripheral Blood Mononuclear Cell]-[Patient Derived Neural Stem Cell],499,[Patient Derived Neural Stem Cell],172,2,UCL,TRUE,FALSE,FALSE,TRUE
G20-4,G20-490,G20-[Peripheral Blood Mononuclear Cell],490,[Peripheral Blood Mononuclear Cell],G20,4,Spain,TRUE,FALSE,TRUE,TRUE
G20-5,G20-266,G20-[Peripheral Blood Mononuclear Cell],266,[Peripheral Blood Mononuclear Cell],G20,5,UCL,TRUE,FALSE,TRUE,FALSE
G20-5-1,G20-266-152,G20-[Peripheral Blood Mononuclear Cell]-[Patient Derived Neural Stem Cell],152,[Patient Derived Neural Stem Cell],266,1,Edinburgh,FALSE,TRUE,TRUE,TRUE
G20-5-2,G20-266-438,G20-[Peripheral Blood Mononuclear Cell]-[Patient Derived Neural Stem Cell],438,[Patient Derived Neural Stem Cell],266,2,UCL,FALSE,FALSE,FALSE,TRUE
G20-6,G20-354,G20-[Primary Tumour Tissue],354,[Primary Tumour Tissue],G20,6,Edinburgh,TRUE,FALSE,TRUE,FALSE
G20-6-1,G20-354-174,G20-[Primary Tumour Tissue]-[GBM Cell Line],174,[GBM Cell Line],354,1,UCL,TRUE,FALSE,TRUE,FALSE
G20-6-1-1,G20-354-174-369,G20-[Primary Tumour Tissue]-[GBM Cell Line]-[Engineered GBM Cell Line],369,[Engineered GBM Cell Line],174,1,UCL,TRUE,FALSE,FALSE,TRUE
G20-6-1-1-1,G20-354-174-369-4,G20-[Primary Tumour Tissue]-[GBM Cell Line]-[Engineered GBM Cell Line]-[Xenograph Derive Cell Line],4,[Xenograph Derive Cell Line],369,1,UCL,TRUE,TRUE,FALSE,TRUE
G20-6-1-2,G20-354-174-326,G20-[Primary Tumour Tissue]-[GBM Cell Line]-[Engineered GBM Cell Line],326,[Engineered GBM Cell Line],174,2,Spain,TRUE,FALSE,TRUE,FALSE
G20-6-1-2-1,G20-354-174-326-74,G20-[Primary Tumour Tissue]-[GBM Cell Line]-[Engineered GBM Cell Line]-[Xenograph Derive Cell Line],74,[Xenograph Derive Cell Line],326,1,Spain,TRUE,TRUE,TRUE,TRUE
G20-6-1-3,G20-354-174-278,G20-[Primary Tumour Tissue]-[GBM Cell Line]-[Engineered GBM Cell Line],278,[Engineered GBM Cell Line],174,3,UCL,TRUE,TRUE,FALSE,TRUE
G20-6-1-3-1,G20-354-174-278-84,G20-[Primary Tumour Tissue]-[GBM Cell Line]-[Engineered GBM Cell Line]-[Xenograph Derive Cell Line],84,[Xenograph Derive Cell Line],278,1,UCL,TRUE,FALSE,FALSE,TRUE
G20-6-2,G20-354-250,G20-[Primary Tumour Tissue]-[GBM Cell Line],250,[GBM Cell Line],354,2,UCL,TRUE,FALSE,FALSE,TRUE
G20-6-3,G20-354-59,G20-[Primary Tumour Tissue]-[GBM Cell Line],59,[GBM Cell Line],354,3,Edinburgh,TRUE,FALSE,TRUE,FALSE
G20-6-4,G20-354-362,G20-[Primary Tumour Tissue]-[GBM Cell Line],362,[GBM Cell Line],354,4,UCL,TRUE,FALSE,TRUE,FALSE
G20-7,G20-186,G20-[Primary Tumour Tissue],186,[Primary Tumour Tissue],G20,7,Edinburgh,TRUE,TRUE,TRUE,TRUE
G20-7-1,G20-186-456,G20-[Primary Tumour Tissue]-[GBM Cell Line],456,[GBM Cell Line],186,1,Spain,TRUE,TRUE,FALSE,TRUE
G20-7-2,G20-186-281,G20-[Primary Tumour Tissue]-[GBM Cell Line],281,[GBM Cell Line],186,2,Spain,TRUE,FALSE,TRUE,TRUE
G20-7-2-1,G20-186-281-146,G20-[Primary Tumour Tissue]-[GBM Cell Line]-[Engineered GBM Cell Line],146,[Engineered GBM Cell Line],281,1,Edinburgh,TRUE,FALSE,FALSE,TRUE
G20-7-3,G20-186-385,G20-[Primary Tumour Tissue]-[GBM Cell Line],385,[GBM Cell Line],186,3,Spain,TRUE,TRUE,FALSE,TRUE
G20-7-3-1,G20-186-385-76,G20-[Primary Tumour Tissue]-[GBM Cell Line]-[Engineered GBM Cell Line],76,[Engineered GBM Cell Line],385,1,UCL,TRUE,TRUE,TRUE,TRUE
G20-7-3-1-1,G20-186-385-76-432,G20-[Primary Tumour Tissue]-[GBM Cell Line]-[Engineered GBM Cell Line]-[Xenograph Derive Cell Line],432,[Xenograph Derive Cell Line],76,1,Edinburgh,TRUE,TRUE,FALSE,TRUE
G20-8,G20-64,G20-[Human Feotal Primary Tissue],64,[Human Feotal Primary Tissue],G20,8,UCL,TRUE,TRUE,TRUE,TRUE
G20-8-1,G20-64-468,G20-[Human Feotal Primary Tissue]-[Human Neural Stem Cell Line],468,[Human Neural Stem Cell Line],64,1,UCL,FALSE,FALSE,FALSE,TRUE
G20-9,G20-125,G20-[Peripheral Blood Mononuclear Cell],125,[Peripheral Blood Mononuclear Cell],G20,9,UCL,FALSE,FALSE,TRUE,TRUE
G21-1,G21-48,G21-[Human Feotal Primary Tissue],48,[Human Feotal Primary Tissue],G21,1,Edinburgh,TRUE,TRUE,TRUE,TRUE
G21-1-1,G21-48-18,G21-[Human Feotal Primary Tissue]-[Human Neural Stem Cell Line],18,[Human Neural Stem Cell Line],48,1,Edinburgh,TRUE,FALSE,FALSE,FALSE
G21-1-1-1,G21-48-18-230,G21-[Human Feotal Primary Tissue]-[Human Neural Stem Cell Line]-[Isogenic Gene Cell Line],230,[Isogenic Gene Cell Line],18,1,UCL,TRUE,FALSE,FALSE,FALSE
G21-1-1-2,G21-48-18-245,G21-[Human Feotal Primary Tissue]-[Human Neural Stem Cell Line]-[Isogenic Gene Cell Line],245,[Isogenic Gene Cell Line],18,2,UCL,TRUE,FALSE,TRUE,TRUE
G21-2,G21-280,G21-[Primary Tumour Tissue],280,[Primary Tumour Tissue],G21,2,UCL,TRUE,TRUE,FALSE,TRUE
G21-2-1,G21-280-421,G21-[Primary Tumour Tissue]-[GBM Cell Line],421,[GBM Cell Line],280,1,Edinburgh,TRUE,FALSE,FALSE,TRUE
G21-2-2,G21-280-233,G21-[Primary Tumour Tissue]-[GBM Cell Line],233,[GBM Cell Line],280,2,Edinburgh,TRUE,FALSE,TRUE,TRUE
G21-2-3,G21-280-324,G21-[Primary Tumour Tissue]-[GBM Cell Line],324,[GBM Cell Line],280,3,UCL,FALSE,FALSE,TRUE,FALSE
G21-2-3-1,G21-280-324-457,G21-[Primary Tumour Tissue]-[GBM Cell Line]-[Engineered GBM Cell Line],457,[Engineered GBM Cell Line],324,1,UCL,TRUE,FALSE,TRUE,TRUE
G21-2-3-1-1,G21-280-324-457-210,G21-[Primary Tumour Tissue]-[GBM Cell Line]-[Engineered GBM Cell Line]-[Xenograph Derive Cell Line],210,[Xenograph Derive Cell Line],457,1,Spain,TRUE,TRUE,TRUE,TRUE
G21-2-3-1-2,G21-280-324-457-405,G21-[Primary Tumour Tissue]-[GBM Cell Line]-[Engineered GBM Cell Line]-[Xenograph Derive Cell Line],405,[Xenograph Derive Cell Line],457,2,Edinburgh,TRUE,FALSE,TRUE,FALSE
G21-3,G21-366,G21-[Primary Tumour Tissue],366,[Primary Tumour Tissue],G21,3,Spain,TRUE,FALSE,FALSE,TRUE
G21-3-1,G21-366-466,G21-[Primary Tumour Tissue]-[GBM Cell Line],466,[GBM Cell Line],366,1,Spain,TRUE,FALSE,FALSE,FALSE
G21-4,G21-469,G21-[Peripheral Blood Mononuclear Cell],469,[Peripheral Blood Mononuclear Cell],G21,4,UCL,TRUE,FALSE,TRUE,TRUE
G21-4-1,G21-469-111,G21-[Peripheral Blood Mononuclear Cell]-[Patient Derived Neural Stem Cell],111,[Patient Derived Neural Stem Cell],469,1,UCL,TRUE,FALSE,TRUE,TRUE
G21-5,G21-209,G21-[Primary Tumour Tissue],209,[Primary Tumour Tissue],G21,5,Spain,TRUE,TRUE,FALSE,TRUE
G21-5-1,G21-209-169,G21-[Primary Tumour Tissue]-[GBM Cell Line],169,[GBM Cell Line],209,1,Edinburgh,TRUE,FALSE,TRUE,TRUE
G21-6,G21-93,G21-[Peripheral Blood Mononuclear Cell],93,[Peripheral Blood Mononuclear Cell],G21,6,Spain,TRUE,TRUE,FALSE,TRUE
G21-6-1,G21-93-15,G21-[Peripheral Blood Mononuclear Cell]-[Patient Derived Neural Stem Cell],15,[Patient Derived Neural Stem Cell],93,1,UCL,TRUE,FALSE,FALSE,TRUE
G21-7,G21-1,G21-[Peripheral Blood Mononuclear Cell],1,[Peripheral Blood Mononuclear Cell],G21,7,Edinburgh,TRUE,FALSE,TRUE,TRUE
G21-7-1,G21-1-375,G21-[Peripheral Blood Mononuclear Cell]-[Patient Derived Neural Stem Cell],375,[Patient Derived Neural Stem Cell],1,1,UCL,TRUE,FALSE,FALSE,TRUE
G21-7-2,G21-1-130,G21-[Peripheral Blood Mononuclear Cell]-[Patient Derived Neural Stem Cell],130,[Patient Derived Neural Stem Cell],1,2,Edinburgh,TRUE,TRUE,TRUE,TRUE
G22-1,G22-144,G22-[Peripheral Blood Mononuclear Cell],144,[Peripheral Blood Mononuclear Cell],G22,1,UCL,TRUE,TRUE,FALSE,TRUE
G22-1-1,G22-144-378,G22-[Peripheral Blood Mononuclear Cell]-[Patient Derived Neural Stem Cell],378,[Patient Derived Neural Stem Cell],144,1,UCL,TRUE,TRUE,TRUE,TRUE
G22-2,G22-228,G22-[Peripheral Blood Mononuclear Cell],228,[Peripheral Blood Mononuclear Cell],G22,2,Edinburgh,TRUE,FALSE,TRUE,FALSE
G22-2-1,G22-228-327,G22-[Peripheral Blood Mononuclear Cell]-[Patient Derived Neural Stem Cell],327,[Patient Derived Neural Stem Cell],228,1,Spain,TRUE,TRUE,TRUE,TRUE
G22-3,G22-342,G22-[Human Feotal Primary Tissue],342,[Human Feotal Primary Tissue],G22,3,Edinburgh,TRUE,FALSE,TRUE,TRUE
G22-4,G22-356,G22-[Human Feotal Primary Tissue],356,[Human Feotal Primary Tissue],G22,4,Edinburgh,TRUE,FALSE,FALSE,TRUE
G22-4-1,G22-356-221,G22-[Human Feotal Primary Tissue]-[Human Neural Stem Cell Line],221,[Human Neural Stem Cell Line],356,1,Spain,TRUE,FALSE,FALSE,TRUE
G22-5,G22-376,G22-[Human Feotal Primary Tissue],376,[Human Feotal Primary Tissue],G22,5,Spain,TRUE,TRUE,FALSE,TRUE
G22-6,G22-321,G22-[Primary Tumour Tissue],321,[Primary Tumour Tissue],G22,6,Edinburgh,TRUE,FALSE,TRUE,TRUE
G22-7,G22-13,G22-[Peripheral Blood Mononuclear Cell],13,[Peripheral Blood Mononuclear Cell],G22,7,Edinburgh,TRUE,FALSE,TRUE,FALSE
G22-8,G22-110,G22-[Primary Tumour Tissue],110,[Primary Tumour Tissue],G22,8,Edinburgh,TRUE,FALSE,FALSE,FALSE
G22-8-1,G22-110-162,G22-[Primary Tumour Tissue]-[GBM Cell Line],162,[GBM Cell Line],110,1,UCL,TRUE,FALSE,FALSE,TRUE
