code_index,code_id,code_ca,id,category,trace,index,labs,epic,rna_seq,wgs,atac_seq
G2-8-1,G2-8-332,G2,332,[Patient Derived Neural Stem Cell],8,1,Spain,TRUE,FALSE,FALSE,TRUE
G2-9,G2-130,G2,130,[Human Feotal Primary Tissue],G2,9,UCL,FALSE,TRUE,FALSE,FALSE
G2-9-1,G2-130-392,G2,392,[Human Neural Stem Cell Line],130,1,Edinburgh,TRUE,FALSE,FALSE,TRUE
G2-9-1-1,G2-130-392-493,G2,493,[Isogenic Gene Cell Line],392,1,Edinburgh,TRUE,FALSE,FALSE,FALSE
G2-9-2,G2-130-97,G2,97,[Human Neural Stem Cell Line],130,2,Spain,TRUE,FALSE,TRUE,TRUE
G20-1,G20-159,G20,159,[Peripheral Blood Mononuclear Cell],G20,1,Spain,TRUE,FALSE,FALSE,FALSE
G20-1-1,G20-159-459,G20,459,[Patient Derived Neural Stem Cell],159,1,UCL,TRUE,TRUE,FALSE,FALSE
G20-2,G20-410,G20,410,[Primary Tumour Tissue],G20,2,Spain,TRUE,TRUE,FALSE,TRUE
G20-2-1,G20-410-367,G20,367,[GBM Cell Line],410,1,Spain,TRUE,TRUE,TRUE,TRUE
G20-2-1-1,G20-410-367-353,G20,353,[Engineered GBM Cell Line],367,1,UCL,TRUE,FALSE,FALSE,TRUE
G20-2-2,G20-410-457,G20,457,[GBM Cell Line],410,2,Edinburgh,TRUE,FALSE,FALSE,TRUE
G20-3,G20-194,G20,194,[Peripheral Blood Mononuclear Cell],G20,3,Spain,TRUE,FALSE,FALSE,TRUE
G20-4,G20-112,G20,112,[Peripheral Blood Mononuclear Cell],G20,4,Edinburgh,TRUE,TRUE,TRUE,TRUE
G20-4-1,G20-112-255,G20,255,[Patient Derived Neural Stem Cell],112,1,UCL,TRUE,FALSE,FALSE,TRUE
G20-5,G20-280,G20,280,[Peripheral Blood Mononuclear Cell],G20,5,Edinburgh,FALSE,FALSE,FALSE,TRUE
G20-5-1,G20-280-489,G20,489,[Patient Derived Neural Stem Cell],280,1,Spain,TRUE,TRUE,FALSE,FALSE
G21-1,G21-362,G21,362,[Peripheral Blood Mononuclear Cell],G21,1,UCL,TRUE,TRUE,TRUE,TRUE
G21-1-1,G21-362-7,G21,7,[Patient Derived Neural Stem Cell],362,1,Edinburgh,TRUE,TRUE,TRUE,FALSE
G21-2,G21-261,G21,261,[Human Feotal Primary Tissue],G21,2,Spain,TRUE,TRUE,FALSE,TRUE
G21-2-1,G21-261-248,G21,248,[Human Neural Stem Cell Line],261,1,Spain,TRUE,FALSE,TRUE,FALSE
G21-2-1-1,G21-261-248-48,G21,48,[Isogenic Gene Cell Line],248,1,UCL,TRUE,FALSE,FALSE,FALSE
G21-3,G21-334,G21,334,[Peripheral Blood Mononuclear Cell],G21,3,Spain,TRUE,FALSE,FALSE,TRUE
G21-3-1,G21-334-11,G21,11,[Patient Derived Neural Stem Cell],334,1,Spain,TRUE,FALSE,FALSE,TRUE
G21-3-2,G21-334-191,G21,191,[Patient Derived Neural Stem Cell],334,2,Edinburgh,TRUE,TRUE,TRUE,FALSE
G21-4,G21-204,G21,204,[Human Feotal Primary Tissue],G21,4,UCL,TRUE,FALSE,TRUE,TRUE
G21-4-1,G21-204-314,G21,314,[Human Neural Stem Cell Line],204,1,Edinburgh,TRUE,FALSE,TRUE,TRUE
G21-4-1-1,G21-204-314-390,G21,390,[Isogenic Gene Cell Line],314,1,Spain,FALSE,FALSE,TRUE,FALSE
G21-4-1-2,G21-204-314-348,G21,348,[Isogenic Gene Cell Line],314,2,Spain,TRUE,TRUE,FALSE,FALSE
G21-4-1-3,G21-204-314-213,G21,213,[Isogenic Gene Cell Line],314,3,Spain,TRUE,TRUE,TRUE,TRUE
G21-5,G21-186,G21,186,[Peripheral Blood Mononuclear Cell],G21,5,UCL,TRUE,FALSE,FALSE,TRUE
G21-5-1,G21-186-15,G21,15,[Patient Derived Neural Stem Cell],186,1,Edinburgh,TRUE,FALSE,FALSE,FALSE
G21-5-2,G21-186-360,G21,360,[Patient Derived Neural Stem Cell],186,2,Edinburgh,TRUE,FALSE,TRUE,TRUE
G21-5-3,G21-186-78,G21,78,[Patient Derived Neural Stem Cell],186,3,Spain,TRUE,TRUE,FALSE,TRUE
G21-5-4,G21-186-136,G21,136,[Patient Derived Neural Stem Cell],186,4,Spain,TRUE,TRUE,FALSE,TRUE
G21-6,G21-387,G21,387,[Human Feotal Primary Tissue],G21,6,Edinburgh,FALSE,TRUE,FALSE,TRUE
G21-7,G21-149,G21,149,[Human Feotal Primary Tissue],G21,7,Spain,FALSE,TRUE,FALSE,TRUE
G22-1,G22-383,G22,383,[Peripheral Blood Mononuclear Cell],G22,1,UCL,TRUE,FALSE,FALSE,TRUE
G22-1-1,G22-383-83,G22,83,[Patient Derived Neural Stem Cell],383,1,UCL,TRUE,TRUE,FALSE,TRUE
G22-2,G22-187,G22,187,[Primary Tumour Tissue],G22,2,Spain,TRUE,FALSE,FALSE,FALSE
G22-2-1,G22-187-274,G22,274,[GBM Cell Line],187,1,UCL,TRUE,TRUE,FALSE,FALSE
G22-2-1-1,G22-187-274-368,G22,368,[Engineered GBM Cell Line],274,1,Spain,TRUE,TRUE,FALSE,FALSE
G22-2-1-2,G22-187-274-435,G22,435,[Engineered GBM Cell Line],274,2,Edinburgh,TRUE,FALSE,FALSE,TRUE
G22-2-1-2-1,G22-187-274-435-177,G22,177,[Xenograph Derive Cell Line],435,1,UCL,TRUE,FALSE,FALSE,TRUE
G22-2-2,G22-187-144,G22,144,[GBM Cell Line],187,2,Spain,TRUE,TRUE,FALSE,TRUE
G22-2-2-1,G22-187-144-338,G22,338,[Engineered GBM Cell Line],144,1,Edinburgh,TRUE,TRUE,TRUE,TRUE
G22-2-2-1-1,G22-187-144-338-63,G22,63,[Xenograph Derive Cell Line],338,1,UCL,TRUE,FALSE,TRUE,TRUE
G22-3,G22-341,G22,341,[Primary Tumour Tissue],G22,3,UCL,TRUE,FALSE,TRUE,TRUE
G22-3-1,G22-341-256,G22,256,[GBM Cell Line],341,1,Spain,FALSE,TRUE,TRUE,TRUE
G23-1,G23-356,G23,356,[Peripheral Blood Mononuclear Cell],G23,1,Spain,TRUE,FALSE,FALSE,TRUE
G23-2,G23-219,G23,219,[Human Feotal Primary Tissue],G23,2,UCL,FALSE,TRUE,FALSE,TRUE
G23-3,G23-23,G23,23,[Primary Tumour Tissue],G23,3,Edinburgh,TRUE,TRUE,TRUE,TRUE
G23-3-1,G23-23-326,G23,326,[GBM Cell Line],23,1,Spain,TRUE,TRUE,FALSE,FALSE
G23-4,G23-400,G23,400,[Primary Tumour Tissue],G23,4,UCL,TRUE,TRUE,FALSE,TRUE
G23-4-1,G23-400-485,G23,485,[GBM Cell Line],400,1,UCL,TRUE,TRUE,FALSE,TRUE
G23-4-2,G23-400-444,G23,444,[GBM Cell Line],400,2,Spain,TRUE,FALSE,FALSE,TRUE
G23-4-3,G23-400-30,G23,30,[GBM Cell Line],400,3,Spain,FALSE,FALSE,FALSE,FALSE
G23-4-4,G23-400-476,G23,476,[GBM Cell Line],400,4,Spain,TRUE,FALSE,FALSE,TRUE
G23-4-4-1,G23-400-476-169,G23,169,[Engineered GBM Cell Line],476,1,UCL,TRUE,FALSE,FALSE,TRUE
G23-4-4-2,G23-400-476-378,G23,378,[Engineered GBM Cell Line],476,2,Edinburgh,TRUE,TRUE,FALSE,TRUE
G23-4-4-2-1,G23-400-476-378-13,G23,13,[Xenograph Derive Cell Line],378,1,UCL,TRUE,FALSE,FALSE,FALSE
G23-4-4-2-2,G23-400-476-378-171,G23,171,[Xenograph Derive Cell Line],378,2,Spain,FALSE,TRUE,TRUE,TRUE
G23-4-4-2-3,G23-400-476-378-321,G23,321,[Xenograph Derive Cell Line],378,3,Edinburgh,TRUE,TRUE,FALSE,TRUE
G23-5,G23-35,G23,35,[Human Feotal Primary Tissue],G23,5,Spain,FALSE,FALSE,FALSE,TRUE
G23-5-1,G23-35-184,G23,184,[Human Neural Stem Cell Line],35,1,Spain,TRUE,FALSE,FALSE,TRUE
G23-6,G23-211,G23,211,[Human Feotal Primary Tissue],G23,6,UCL,FALSE,FALSE,FALSE,TRUE
G23-6-1,G23-211-456,G23,456,[Human Neural Stem Cell Line],211,1,UCL,TRUE,TRUE,TRUE,FALSE
G23-7,G23-398,G23,398,[Primary Tumour Tissue],G23,7,UCL,TRUE,TRUE,FALSE,TRUE
G23-7-1,G23-398-358,G23,358,[GBM Cell Line],398,1,UCL,TRUE,TRUE,FALSE,TRUE
G24-1,G24-461,G24,461,[Peripheral Blood Mononuclear Cell],G24,1,UCL,TRUE,TRUE,FALSE,FALSE
G24-2,G24-89,G24,89,[Peripheral Blood Mononuclear Cell],G24,2,Spain,FALSE,FALSE,TRUE,TRUE
G24-2-1,G24-89-277,G24,277,[Patient Derived Neural Stem Cell],89,1,Edinburgh,TRUE,TRUE,FALSE,FALSE
G24-3,G24-37,G24,37,[Primary Tumour Tissue],G24,3,UCL,TRUE,TRUE,TRUE,TRUE
G24-3-1,G24-37-140,G24,140,[GBM Cell Line],37,1,Edinburgh,TRUE,TRUE,TRUE,TRUE
G24-3-1-1,G24-37-140-346,G24,346,[Engineered GBM Cell Line],140,1,UCL,TRUE,TRUE,TRUE,TRUE
G24-3-2,G24-37-374,G24,374,[GBM Cell Line],37,2,Spain,FALSE,FALSE,FALSE,TRUE
G24-4,G24-119,G24,119,[Peripheral Blood Mononuclear Cell],G24,4,Edinburgh,FALSE,FALSE,TRUE,TRUE
G24-4-1,G24-119-164,G24,164,[Patient Derived Neural Stem Cell],119,1,Spain,TRUE,TRUE,FALSE,TRUE
G24-5,G24-75,G24,75,[Peripheral Blood Mononuclear Cell],G24,5,UCL,FALSE,FALSE,TRUE,TRUE
G24-5-1,G24-75-320,G24,320,[Patient Derived Neural Stem Cell],75,1,Edinburgh,TRUE,FALSE,FALSE,TRUE
G25-1,G25-440,G25,440,[Human Feotal Primary Tissue],G25,1,Edinburgh,TRUE,TRUE,TRUE,TRUE
G25-1-1,G25-440-345,G25,345,[Human Neural Stem Cell Line],440,1,Edinburgh,TRUE,FALSE,FALSE,TRUE
G25-2,G25-329,G25,329,[Human Feotal Primary Tissue],G25,2,Edinburgh,FALSE,FALSE,FALSE,TRUE
G25-2-1,G25-329-98,G25,98,[Human Neural Stem Cell Line],329,1,Spain,TRUE,TRUE,FALSE,FALSE
G25-2-1-1,G25-329-98-291,G25,291,[Isogenic Gene Cell Line],98,1,Spain,TRUE,TRUE,FALSE,TRUE
G25-2-1-2,G25-329-98-402,G25,402,[Isogenic Gene Cell Line],98,2,UCL,TRUE,FALSE,FALSE,FALSE
G25-2-1-3,G25-329-98-152,G25,152,[Isogenic Gene Cell Line],98,3,Spain,TRUE,TRUE,TRUE,FALSE
G25-3,G25-110,G25,110,[Peripheral Blood Mononuclear Cell],G25,3,UCL,TRUE,FALSE,TRUE,FALSE
G25-3-1,G25-110-165,G25,165,[Patient Derived Neural Stem Cell],110,1,Edinburgh,TRUE,FALSE,FALSE,TRUE
G25-3-2,G25-110-304,G25,304,[Patient Derived Neural Stem Cell],110,2,Spain,TRUE,TRUE,FALSE,FALSE
G25-4,G25-109,G25,109,[Peripheral Blood Mononuclear Cell],G25,4,UCL,TRUE,TRUE,FALSE,FALSE
G25-4-1,G25-109-210,G25,210,[Patient Derived Neural Stem Cell],109,1,Edinburgh,TRUE,TRUE,FALSE,TRUE
G25-5,G25-259,G25,259,[Primary Tumour Tissue],G25,5,Spain,TRUE,FALSE,FALSE,TRUE
G25-5-1,G25-259-114,G25,114,[GBM Cell Line],259,1,Edinburgh,TRUE,FALSE,TRUE,TRUE
G25-5-2,G25-259-123,G25,123,[GBM Cell Line],259,2,Spain,TRUE,FALSE,FALSE,TRUE
G25-5-2-1,G25-259-123-258,G25,258,[Engineered GBM Cell Line],123,1,Edinburgh,FALSE,TRUE,TRUE,TRUE
G25-5-2-1-1,G25-259-123-258-354,G25,354,[Xenograph Derive Cell Line],258,1,Spain,TRUE,FALSE,FALSE,TRUE
G25-5-2-1-2,G25-259-123-258-100,G25,100,[Xenograph Derive Cell Line],258,2,Spain,TRUE,TRUE,FALSE,TRUE
G25-5-2-1-3,G25-259-123-258-18,G25,18,[Xenograph Derive Cell Line],258,3,Spain,FALSE,TRUE,TRUE,TRUE
G25-5-3,G25-259-327,G25,327,[GBM Cell Line],259,3,Edinburgh,TRUE,FALSE,TRUE,TRUE
G25-6,G25-414,G25,414,[Primary Tumour Tissue],G25,6,UCL,TRUE,TRUE,TRUE,FALSE
G25-6-1,G25-414-421,G25,421,[GBM Cell Line],414,1,Spain,FALSE,TRUE,FALSE,TRUE
G25-6-1-1,G25-414-421-484,G25,484,[Engineered GBM Cell Line],421,1,UCL,TRUE,FALSE,TRUE,TRUE
G25-6-1-1-1,G25-414-421-484-50,G25,50,[Xenograph Derive Cell Line],484,1,Edinburgh,TRUE,TRUE,FALSE,FALSE
G25-6-1-1-2,G25-414-421-484-172,G25,172,[Xenograph Derive Cell Line],484,2,UCL,TRUE,FALSE,FALSE,TRUE
G25-6-1-2,G25-414-421-393,G25,393,[Engineered GBM Cell Line],421,2,UCL,TRUE,FALSE,TRUE,TRUE
G25-6-1-2-1,G25-414-421-393-16,G25,16,[Xenograph Derive Cell Line],393,1,Edinburgh,TRUE,FALSE,FALSE,TRUE
G25-6-2,G25-414-480,G25,480,[GBM Cell Line],414,2,UCL,FALSE,FALSE,TRUE,TRUE
G25-7,G25-239,G25,239,[Peripheral Blood Mononuclear Cell],G25,7,Spain,TRUE,TRUE,TRUE,FALSE
G25-7-1,G25-239-120,G25,120,[Patient Derived Neural Stem Cell],239,1,Spain,TRUE,TRUE,FALSE,TRUE
G3-1,G3-77,G3,77,[Primary Tumour Tissue],G3,1,Edinburgh,FALSE,TRUE,TRUE,TRUE
G3-10,G3-31,G3,31,[Peripheral Blood Mononuclear Cell],G3,10,UCL,TRUE,FALSE,TRUE,TRUE
G3-2,G3-306,G3,306,[Primary Tumour Tissue],G3,2,Spain,FALSE,FALSE,FALSE,TRUE
G3-2-1,G3-306-162,G3,162,[GBM Cell Line],306,1,Edinburgh,TRUE,FALSE,TRUE,TRUE
G3-2-1-1,G3-306-162-197,G3,197,[Engineered GBM Cell Line],162,1,Edinburgh,FALSE,FALSE,FALSE,TRUE
G3-2-1-1-1,G3-306-162-197-196,G3,196,[Xenograph Derive Cell Line],197,1,Spain,TRUE,TRUE,FALSE,TRUE
G3-2-1-1-2,G3-306-162-197-36,G3,36,[Xenograph Derive Cell Line],197,2,Edinburgh,FALSE,FALSE,TRUE,TRUE
G3-2-1-2,G3-306-162-90,G3,90,[Engineered GBM Cell Line],162,2,Spain,TRUE,TRUE,FALSE,TRUE
G3-2-2,G3-306-465,G3,465,[GBM Cell Line],306,2,UCL,TRUE,FALSE,TRUE,FALSE
G3-2-2-1,G3-306-465-182,G3,182,[Engineered GBM Cell Line],465,1,Edinburgh,FALSE,TRUE,FALSE,FALSE
G3-2-2-1-1,G3-306-465-182-317,G3,317,[Xenograph Derive Cell Line],182,1,UCL,TRUE,TRUE,FALSE,TRUE
G3-3,G3-424,G3,424,[Human Feotal Primary Tissue],G3,3,Spain,FALSE,TRUE,TRUE,TRUE
G3-4,G3-236,G3,236,[Peripheral Blood Mononuclear Cell],G3,4,Spain,FALSE,FALSE,TRUE,TRUE
G3-4-1,G3-236-431,G3,431,[Patient Derived Neural Stem Cell],236,1,Spain,TRUE,FALSE,FALSE,TRUE
G3-5,G3-85,G3,85,[Peripheral Blood Mononuclear Cell],G3,5,Spain,TRUE,FALSE,FALSE,TRUE
G3-5-1,G3-85-80,G3,80,[Patient Derived Neural Stem Cell],85,1,Spain,FALSE,FALSE,FALSE,TRUE
G3-5-2,G3-85-380,G3,380,[Patient Derived Neural Stem Cell],85,2,Spain,TRUE,FALSE,FALSE,TRUE
G3-6,G3-214,G3,214,[Human Feotal Primary Tissue],G3,6,UCL,TRUE,TRUE,FALSE,TRUE
G3-6-1,G3-214-88,G3,88,[Human Neural Stem Cell Line],214,1,UCL,TRUE,FALSE,TRUE,TRUE
G3-6-1-1,G3-214-88-319,G3,319,[Isogenic Gene Cell Line],88,1,UCL,TRUE,TRUE,TRUE,TRUE
G3-6-1-2,G3-214-88-116,G3,116,[Isogenic Gene Cell Line],88,2,Edinburgh,TRUE,FALSE,TRUE,TRUE
G3-6-2,G3-214-74,G3,74,[Human Neural Stem Cell Line],214,2,Edinburgh,TRUE,TRUE,FALSE,TRUE
G3-6-2-1,G3-214-74-436,G3,436,[Isogenic Gene Cell Line],74,1,UCL,TRUE,FALSE,FALSE,TRUE
G3-6-3,G3-214-189,G3,189,[Human Neural Stem Cell Line],214,3,UCL,TRUE,TRUE,FALSE,FALSE
G3-6-3-1,G3-214-189-25,G3,25,[Isogenic Gene Cell Line],189,1,UCL,FALSE,TRUE,TRUE,FALSE
G3-7,G3-342,G3,342,[Peripheral Blood Mononuclear Cell],G3,7,UCL,TRUE,TRUE,TRUE,TRUE
G3-8,G3-160,G3,160,[Peripheral Blood Mononuclear Cell],G3,8,Spain,TRUE,TRUE,FALSE,FALSE
G3-8-1,G3-160-433,G3,433,[Patient Derived Neural Stem Cell],160,1,UCL,TRUE,TRUE,FALSE,FALSE
G3-8-2,G3-160-478,G3,478,[Patient Derived Neural Stem Cell],160,2,Spain,TRUE,TRUE,TRUE,FALSE
G3-9,G3-147,G3,147,[Human Feotal Primary Tissue],G3,9,UCL,TRUE,TRUE,TRUE,TRUE
G4-1,G4-34,G4,34,[Primary Tumour Tissue],G4,1,Edinburgh,FALSE,FALSE,FALSE,FALSE
G4-10,G4-106,G4,106,[Primary Tumour Tissue],G4,10,Edinburgh,TRUE,TRUE,FALSE,TRUE
G4-10-1,G4-106-350,G4,350,[GBM Cell Line],106,1,Edinburgh,TRUE,TRUE,TRUE,TRUE
G4-10-1-1,G4-106-350-208,G4,208,[Engineered GBM Cell Line],350,1,UCL,TRUE,FALSE,TRUE,TRUE
G4-10-1-1-1,G4-106-350-208-498,G4,498,[Xenograph Derive Cell Line],208,1,Edinburgh,FALSE,FALSE,TRUE,FALSE
G4-2,G4-333,G4,333,[Human Feotal Primary Tissue],G4,2,Edinburgh,TRUE,TRUE,FALSE,TRUE
G4-2-1,G4-333-141,G4,141,[Human Neural Stem Cell Line],333,1,UCL,TRUE,FALSE,FALSE,TRUE
G4-2-1-1,G4-333-141-475,G4,475,[Isogenic Gene Cell Line],141,1,Spain,TRUE,TRUE,TRUE,FALSE
G4-3,G4-86,G4,86,[Peripheral Blood Mononuclear Cell],G4,3,Edinburgh,TRUE,TRUE,TRUE,TRUE
G4-4,G4-201,G4,201,[Primary Tumour Tissue],G4,4,UCL,TRUE,FALSE,TRUE,TRUE
G4-4-1,G4-201-312,G4,312,[GBM Cell Line],201,1,UCL,TRUE,TRUE,TRUE,TRUE
G4-4-2,G4-201-497,G4,497,[GBM Cell Line],201,2,Edinburgh,TRUE,TRUE,FALSE,FALSE
G4-5,G4-235,G4,235,[Human Feotal Primary Tissue],G4,5,UCL,TRUE,FALSE,TRUE,TRUE
G4-5-1,G4-235-179,G4,179,[Human Neural Stem Cell Line],235,1,Spain,TRUE,FALSE,TRUE,TRUE
G4-5-1-1,G4-235-179-270,G4,270,[Isogenic Gene Cell Line],179,1,Edinburgh,TRUE,FALSE,FALSE,FALSE
G4-6,G4-69,G4,69,[Primary Tumour Tissue],G4,6,Spain,FALSE,FALSE,FALSE,FALSE
G4-6-1,G4-69-27,G4,27,[GBM Cell Line],69,1,Spain,TRUE,TRUE,FALSE,TRUE
G4-6-2,G4-69-65,G4,65,[GBM Cell Line],69,2,Edinburgh,TRUE,TRUE,FALSE,TRUE
G4-7,G4-180,G4,180,[Peripheral Blood Mononuclear Cell],G4,7,Spain,TRUE,FALSE,FALSE,TRUE
G4-7-1,G4-180-104,G4,104,[Patient Derived Neural Stem Cell],180,1,Edinburgh,TRUE,TRUE,TRUE,TRUE
G4-8,G4-134,G4,134,[Peripheral Blood Mononuclear Cell],G4,8,Spain,TRUE,TRUE,FALSE,TRUE
G4-8-1,G4-134-262,G4,262,[Patient Derived Neural Stem Cell],134,1,Spain,TRUE,FALSE,FALSE,TRUE
G4-8-2,G4-134-430,G4,430,[Patient Derived Neural Stem Cell],134,2,Edinburgh,TRUE,TRUE,TRUE,TRUE
G4-8-3,G4-134-102,G4,102,[Patient Derived Neural Stem Cell],134,3,Spain,TRUE,FALSE,TRUE,TRUE
G4-9,G4-99,G4,99,[Peripheral Blood Mononuclear Cell],G4,9,UCL,TRUE,FALSE,TRUE,TRUE
G4-9-1,G4-99-168,G4,168,[Patient Derived Neural Stem Cell],99,1,Edinburgh,TRUE,TRUE,FALSE,FALSE
G5-1,G5-426,G5,426,[Primary Tumour Tissue],G5,1,UCL,TRUE,TRUE,FALSE,TRUE
G5-1-1,G5-426-309,G5,309,[GBM Cell Line],426,1,Spain,TRUE,FALSE,TRUE,TRUE
G5-2,G5-66,G5,66,[Human Feotal Primary Tissue],G5,2,UCL,TRUE,FALSE,FALSE,TRUE
G5-2-1,G5-66-344,G5,344,[Human Neural Stem Cell Line],66,1,UCL,TRUE,TRUE,TRUE,TRUE
G5-3,G5-10,G5,10,[Human Feotal Primary Tissue],G5,3,Spain,FALSE,FALSE,FALSE,FALSE
G5-3-1,G5-10-408,G5,408,[Human Neural Stem Cell Line],10,1,Spain,TRUE,FALSE,FALSE,TRUE
G5-3-2,G5-10-20,G5,20,[Human Neural Stem Cell Line],10,2,Spain,FALSE,FALSE,FALSE,TRUE
G6-1,G6-138,G6,138,[Peripheral Blood Mononuclear Cell],G6,1,Edinburgh,TRUE,TRUE,TRUE,TRUE
G6-1-1,G6-138-463,G6,463,[Patient Derived Neural Stem Cell],138,1,Edinburgh,TRUE,TRUE,FALSE,FALSE
G6-10,G6-47,G6,47,[Human Feotal Primary Tissue],G6,10,UCL,FALSE,TRUE,TRUE,TRUE
G6-11,G6-92,G6,92,[Human Feotal Primary Tissue],G6,11,Edinburgh,TRUE,FALSE,TRUE,TRUE
G6-2,G6-107,G6,107,[Primary Tumour Tissue],G6,2,UCL,TRUE,TRUE,FALSE,TRUE
G6-2-1,G6-107-231,G6,231,[GBM Cell Line],107,1,Spain,TRUE,FALSE,FALSE,TRUE
G6-2-2,G6-107-272,G6,272,[GBM Cell Line],107,2,Spain,TRUE,TRUE,FALSE,TRUE
G6-3,G6-79,G6,79,[Primary Tumour Tissue],G6,3,Edinburgh,TRUE,FALSE,FALSE,FALSE
G6-3-1,G6-79-394,G6,394,[GBM Cell Line],79,1,UCL,FALSE,TRUE,FALSE,TRUE
G6-3-1-1,G6-79-394-286,G6,286,[Engineered GBM Cell Line],394,1,Spain,TRUE,TRUE,FALSE,TRUE
G6-3-1-1-1,G6-79-394-286-302,G6,302,[Xenograph Derive Cell Line],286,1,Edinburgh,TRUE,FALSE,TRUE,FALSE
G6-3-2,G6-79-325,G6,325,[GBM Cell Line],79,2,UCL,TRUE,FALSE,FALSE,TRUE
G6-3-2-1,G6-79-325-230,G6,230,[Engineered GBM Cell Line],325,1,UCL,TRUE,FALSE,FALSE,FALSE
G6-3-2-1-1,G6-79-325-230-22,G6,22,[Xenograph Derive Cell Line],230,1,Spain,TRUE,TRUE,TRUE,TRUE
G6-3-3,G6-79-296,G6,296,[GBM Cell Line],79,3,Spain,FALSE,TRUE,TRUE,TRUE
G6-3-3-1,G6-79-296-91,G6,91,[Engineered GBM Cell Line],296,1,UCL,FALSE,TRUE,TRUE,TRUE
G6-3-3-1-1,G6-79-296-91-386,G6,386,[Xenograph Derive Cell Line],91,1,UCL,TRUE,FALSE,FALSE,FALSE
G6-3-4,G6-79-222,G6,222,[GBM Cell Line],79,4,Edinburgh,TRUE,TRUE,TRUE,TRUE
G6-3-4-1,G6-79-222-1,G6,1,[Engineered GBM Cell Line],222,1,UCL,TRUE,FALSE,FALSE,TRUE
G6-3-4-1-1,G6-79-222-1-223,G6,223,[Xenograph Derive Cell Line],1,1,Spain,TRUE,TRUE,FALSE,TRUE
G6-3-4-1-2,G6-79-222-1-21,G6,21,[Xenograph Derive Cell Line],1,2,UCL,TRUE,TRUE,FALSE,FALSE
G6-3-4-1-3,G6-79-222-1-486,G6,486,[Xenograph Derive Cell Line],1,3,UCL,TRUE,TRUE,FALSE,TRUE
G6-4,G6-5,G6,5,[Peripheral Blood Mononuclear Cell],G6,4,Spain,TRUE,TRUE,TRUE,FALSE
G6-4-1,G6-5-389,G6,389,[Patient Derived Neural Stem Cell],5,1,Spain,FALSE,FALSE,TRUE,TRUE
G6-5,G6-281,G6,281,[Human Feotal Primary Tissue],G6,5,UCL,FALSE,TRUE,FALSE,TRUE
G6-6,G6-205,G6,205,[Human Feotal Primary Tissue],G6,6,UCL,TRUE,FALSE,TRUE,TRUE
G6-6-1,G6-205-472,G6,472,[Human Neural Stem Cell Line],205,1,Spain,FALSE,TRUE,TRUE,TRUE
G6-6-1-1,G6-205-472-330,G6,330,[Isogenic Gene Cell Line],472,1,UCL,FALSE,FALSE,TRUE,TRUE
G6-6-1-2,G6-205-472-221,G6,221,[Isogenic Gene Cell Line],472,2,Edinburgh,TRUE,TRUE,FALSE,TRUE
G6-6-1-3,G6-205-472-467,G6,467,[Isogenic Gene Cell Line],472,3,UCL,TRUE,TRUE,TRUE,TRUE
G6-7,G6-153,G6,153,[Peripheral Blood Mononuclear Cell],G6,7,Edinburgh,FALSE,FALSE,FALSE,TRUE
G6-7-1,G6-153-324,G6,324,[Patient Derived Neural Stem Cell],153,1,Spain,TRUE,TRUE,FALSE,TRUE
G6-8,G6-470,G6,470,[Primary Tumour Tissue],G6,8,Edinburgh,TRUE,FALSE,FALSE,FALSE
G6-9,G6-178,G6,178,[Primary Tumour Tissue],G6,9,Edinburgh,TRUE,TRUE,FALSE,TRUE
G7-1,G7-275,G7,275,[Primary Tumour Tissue],G7,1,UCL,TRUE,FALSE,FALSE,TRUE
G7-1-1,G7-275-442,G7,442,[GBM Cell Line],275,1,Spain,FALSE,FALSE,TRUE,TRUE
G7-1-1-1,G7-275-442-352,G7,352,[Engineered GBM Cell Line],442,1,UCL,FALSE,FALSE,FALSE,TRUE
G7-1-1-2,G7-275-442-373,G7,373,[Engineered GBM Cell Line],442,2,UCL,FALSE,FALSE,TRUE,TRUE
G7-1-1-2-1,G7-275-442-373-403,G7,403,[Xenograph Derive Cell Line],373,1,Edinburgh,FALSE,FALSE,TRUE,TRUE
G7-2,G7-415,G7,415,[Peripheral Blood Mononuclear Cell],G7,2,UCL,FALSE,FALSE,FALSE,TRUE
G7-3,G7-404,G7,404,[Peripheral Blood Mononuclear Cell],G7,3,UCL,TRUE,FALSE,FALSE,FALSE
G7-3-1,G7-404-375,G7,375,[Patient Derived Neural Stem Cell],404,1,UCL,TRUE,FALSE,FALSE,TRUE
G7-4,G7-161,G7,161,[Primary Tumour Tissue],G7,4,UCL,TRUE,FALSE,FALSE,FALSE
G7-4-1,G7-161-44,G7,44,[GBM Cell Line],161,1,UCL,TRUE,FALSE,FALSE,TRUE
G8-1,G8-3,G8,3,[Peripheral Blood Mononuclear Cell],G8,1,UCL,TRUE,FALSE,TRUE,FALSE
G8-1-1,G8-3-381,G8,381,[Patient Derived Neural Stem Cell],3,1,Spain,TRUE,FALSE,FALSE,FALSE
G8-1-2,G8-3-488,G8,488,[Patient Derived Neural Stem Cell],3,2,UCL,TRUE,TRUE,FALSE,TRUE
G8-2,G8-359,G8,359,[Primary Tumour Tissue],G8,2,UCL,TRUE,TRUE,TRUE,FALSE
G8-2-1,G8-359-370,G8,370,[GBM Cell Line],359,1,Edinburgh,FALSE,FALSE,FALSE,TRUE
